wavenumber,d2-fructose_avg,d2-fructose_count,d-tyrosine_avg,d-tyrosine_count,d-methionine_avg,d-methionine_count,d-leucine_avg,d-leucine_count
2057.76,0.20523927931187858,15597,0.27902038390879136,2032,0.09908565672545853,44769,0.4395726786507863,3303
2060.64,0.2663997642667439,15597,0.3713961199513718,2032,0.12729897241419222,44769,0.5300301913539781,3303
2063.52,0.25492222532395253,15597,0.3484167410976321,2032,0.12382659238010851,44769,0.5279907922917658,3303
2066.39,0.21761748936304423,15597,0.31210540535402226,2032,0.11546857764245734,44769,0.5077557281872882,3303
2069.27,0.24597145628813188,15597,0.3549651155618763,2032,0.12696419945704243,44769,0.5458598844707216,3303
2072.13,0.23914554561251922,15597,0.34111746827521755,2032,0.11949163387872457,44769,0.5262162954739565,3303
2075.0,0.25525258862158473,15597,0.3672859512192906,2032,0.13521692676838734,44769,0.5755757536638516,3303
2077.86,0.27072758612390824,15597,0.3915718841558656,2032,0.1470260682149772,44769,0.6151382266879966,3303
2080.71,0.26130441463525805,15597,0.3832518000708252,2032,0.13908124623718635,44769,0.5889102303016801,3303
2083.57,0.27721533497345363,15597,0.40335633368831625,2032,0.15610417289958198,44769,0.634008168131868,3303
2086.42,0.2894964383130794,15597,0.42619426145905426,2032,0.16438112059812157,44769,0.6580636469268716,3303
2089.27,0.3046240883089597,15597,0.45072337945799673,2032,0.16869595013266642,44769,0.6489654017881765,3303
2092.11,0.2855840192822715,15597,0.4218054764078691,2032,0.16552613370597222,44769,0.623180830594818,3303
2094.95,0.27197100625025095,15597,0.4145708265711631,2032,0.15998392629339342,44769,0.6039375543879212,3303
2097.79,0.2845182847194678,15597,0.4303364989523062,2032,0.17458185357778103,44769,0.622762464506321,3303
2098.91,0.25469737464806397,15597,0.38958900025802473,2032,0.15770442854237401,44769,0.5774821603822589,3303
2102.04,0.3103612731770327,15597,0.44801248801426413,2032,0.1818938413324163,44769,0.6294538429462451,3303
2105.15,0.26428665064143947,15597,0.3927477799674417,2032,0.1587908280267733,44769,0.5713009511454654,3303
2108.27,0.2335983577582083,15597,0.3707110924610944,2032,0.12976126659510745,44769,0.49703424963340254,3303
2111.38,0.3057932070670082,15597,0.4536688375332877,2032,0.17868386513953244,44769,0.576060812912702,3303
2114.49,0.2291374408482021,15597,0.35887675229805044,2032,0.1363668099387432,44769,0.46962005909420174,3303
2117.6,0.30622691087850923,15597,0.4494057576443682,2032,0.1751826513765899,44769,0.5358312406879348,3303
2120.7,0.29896498366339713,15597,0.4400988559688535,2032,0.184461066549382,44769,0.5415959373664178,3303
2123.8,0.35772090151851305,15597,0.5050908035588874,2032,0.22822261395778526,44769,0.6297709361780577,3303
2126.9,0.38522948676202506,15597,0.5242990910807467,2032,0.24462385027110245,44769,0.6455916560171037,3303
2129.99,0.32628294691015236,15597,0.4488973966522736,2032,0.2175337775322893,44769,0.5826167647545595,3303
2133.08,0.29428743360477483,15597,0.43629434103544407,2032,0.17928450814706082,44769,0.5217913294848618,3303
2136.17,0.2533888217290011,15597,0.37392684014901634,2032,0.1664503872793429,44769,0.4581866578993808,3303
2139.25,0.32189249666255315,15597,0.45380236381409444,2032,0.2119391278669599,44769,0.5174259162368143,3303
2142.33,0.3858418652462397,15597,0.523142173057481,2032,0.26260698651815473,44769,0.59061433364707,3303
2145.41,0.4145145383115595,15597,0.555419286276613,2032,0.3125717249615785,44769,0.6508073440516894,3303
2148.49,0.5047192475049455,15597,0.6472652992946442,2032,0.4085978403767965,44769,0.7736999473060475,3303
2151.56,0.5039515480530062,15597,0.6430395275473597,2032,0.4283694100780127,44769,0.77434179682744,3303
2154.63,0.48774152658222747,15597,0.6329223167174897,2032,0.41400569900773043,44769,0.7503453281623116,3303
2157.69,0.4743743999384995,15597,0.6137661430005374,2032,0.40741120005807313,44769,0.7163188175124237,3303
2160.75,0.42425457932912586,15597,0.545483756068326,2032,0.3880643331010343,44769,0.6420213313581119,3303
2163.81,0.44329677803562373,15597,0.5755641891852182,2032,0.39123265342702834,44769,0.6496453561378743,3303
2166.87,0.3683035643208052,15597,0.48757156366471954,2032,0.3229351015838995,44769,0.5386473533188726,3303
2169.92,0.3678114731414279,15597,0.48654756134304644,2032,0.3365011128222407,44769,0.5575952914868312,3303
2172.97,0.4051767140402384,15597,0.5296710277129993,2032,0.3702980305426778,44769,0.5987381167192299,3303
2176.02,0.3762785848222376,15597,0.4992690660867494,2032,0.35333289427003206,44769,0.5701200768862121,3303
2179.06,0.3788507459018284,15597,0.4967103133317066,2032,0.356663910919677,44769,0.5707102086766296,3303
2182.1,0.37816507287877976,15597,0.504472614683645,2032,0.355077089020193,44769,0.5444544263279679,3303
2185.14,0.41384535041047116,15597,0.5585779571869692,2032,0.39042927413105605,44769,0.592752539204572,3303
2188.17,0.4298151553763935,15597,0.5917502972613363,2032,0.42681869272363504,44769,0.6152415161725934,3303
2191.2,0.44018803491003206,15597,0.5919144595792358,2032,0.4406596968950011,44769,0.6318481305358558,3303
2194.23,0.4056841896438719,15597,0.5629591809698385,2032,0.4240946073713532,44769,0.5989396128417693,3303
2197.26,0.40448032766504843,15597,0.566344634940166,2032,0.43419314933547837,44769,0.6129321861775895,3303
2200.28,0.4065883263083541,15597,0.5680254739525746,2032,0.4144680380971212,44769,0.6060216191030333,3303
2203.3,0.4404920523067423,15597,0.609065246298083,2032,0.46090770351715726,44769,0.6485441793797388,3303
2206.31,0.4083873456535547,15597,0.5902782893341059,2032,0.4352496881339365,44769,0.597937969451812,3303
2209.32,0.43776864363227647,15597,0.622792109084651,2032,0.48954785682549784,44769,0.660455581764664,3303
2212.33,0.2899304383686175,15597,0.4517109879491692,2032,0.3375133682017481,44769,0.4406878295573408,3303
2215.34,0.40314384313278095,15597,0.6038471566966073,2032,0.4297128322500407,44769,0.5756011990782183,3303
2218.34,0.3376192047877848,15597,0.5180305793703457,2032,0.39720161548583777,44769,0.5075312193373839,3303
2221.34,0.4125166982618974,15597,0.603976533719475,2032,0.4658045996634622,44769,0.5890273999299479,3303
2224.34,0.4599361307964544,15597,0.6600670293307236,2032,0.542514162491666,44769,0.6824334505319732,3303
2227.33,0.4391333699208862,15597,0.6323661369181107,2032,0.5000997888965257,44769,0.6133271811381775,3303
2230.32,0.4752931690972865,15597,0.677019492305051,2032,0.5422101708155835,44769,0.6617941333933179,3303
2233.3,0.4796098489338678,15597,0.6749887820494859,2032,0.512291373112044,44769,0.631155245982943,3303
2236.29,0.46142219167652804,15597,0.6667153608700219,2032,0.47573797434984927,44769,0.587430283331102,3303
2239.27,0.4528330622012591,15597,0.6372664746008355,2032,0.4700519738905122,44769,0.5648198720815031,3303
2242.24,0.5077716116718561,15597,0.6876226348990977,2032,0.5589416289324589,44769,0.6477512325783698,3303
2245.22,0.45105723725202357,15597,0.6012694912839567,2032,0.46193322817700216,44769,0.5367030693693648,3303
2248.19,0.4580071311657161,15597,0.5958041163729717,2032,0.4992467770655236,44769,0.5585850893430971,3303
2251.16,0.4695842143993211,15597,0.6038623380252978,2032,0.4629789225717351,44769,0.5243139829323229,3303
2254.12,0.5036427039992618,15597,0.630618741943012,2032,0.5049364436213457,44769,0.56206692981735,3303
2257.08,0.5044773486688978,15597,0.6156961458767629,2032,0.4871869468017192,44769,0.5390661981142478,3303
2260.04,0.5326008511046467,15597,0.6246329682068099,2032,0.5175875885818262,44769,0.5576195697407835,3303
2263.0,0.5318989400521692,15597,0.6207517631150544,2032,0.5176528494050924,44769,0.5531544387559648,3303
2265.95,0.5340314054691968,15597,0.6224839016153475,2032,0.532662872929556,44769,0.5793631309780108,3303
2268.9,0.4580264066140673,15597,0.5177645248982089,2032,0.440730763913392,44769,0.4589774616595057,3303
2271.84,0.5766126038779801,15597,0.6291723827778081,2032,0.5417127064623416,44769,0.5762767597008817,3303
2274.78,0.5382357980318035,15597,0.5697317842985259,2032,0.503058169383004,44769,0.5319355974518294,3303
2277.72,0.5338311966058721,15597,0.5553030211992617,2032,0.4849633232006401,44769,0.500064046539332,3303
2280.66,0.5762199716752816,15597,0.5761666454646386,2032,0.5405550801293862,44769,0.5482713763876729,3303
2283.59,0.6479106686088828,15597,0.6557006802563174,2032,0.5970901467396668,44769,0.6200532894932919,3303
2286.52,0.6970105263661989,15597,0.6989226116520328,2032,0.6523331032202495,44769,0.673337172686933,3303
2289.45,1.0,15597,1.0,2032,1.0,44769,1.0,3303
2292.37,0.9763501095005144,15597,0.9414913638423287,2032,0.9562537940764507,44769,0.9675992269304216,3303
2295.29,0.6568949659139739,15597,0.6364467271721229,2032,0.5893295408911217,44769,0.6078263070635562,3303
2298.21,0.6923543526148297,15597,0.6729515685345088,2032,0.611561951150717,44769,0.6364465648808693,3303
2301.12,0.7191311021691489,15597,0.6958237783995108,2032,0.6182166968835695,44769,0.6614971880002887,3303
